UTC time	2708_pm1	2708_pm25	2708_pm10	2708_temperature	2708_humidity	2708_pressure
2018-03-17T07:00:00Z	23.910000	39.096000	61.102500	-5.350000	52.598247	101811.904022
2018-03-17T08:00:00Z	13.301333	20.437333	31.646667	-4.547222	51.318855	101842.876244
2018-03-17T09:00:00Z	12.556800	18.840000	27.762000	-3.247500	47.567899	101845.654022
2018-03-17T10:00:00Z	18.072000	29.598000	45.210000	-1.165625	42.425931	101825.904022
2018-03-17T11:00:00Z	15.584000	23.029333	32.420000	0.238889	36.795213	101817.765133
2018-03-17T12:00:00Z	8.554667	13.280000	19.760000	1.244444	34.371922	101826.987356
2018-03-17T13:00:00Z	10.922667	16.101333	23.780000	1.602778	34.390421	101782.876244
2018-03-17T14:00:00Z	11.764800	17.664000	26.490000	2.047500	33.843223	101786.054022
2018-03-17T15:00:00Z	13.872000	20.698667	30.366667	1.613889	34.958330	101774.765133
2018-03-17T16:00:00Z	11.088000	16.758000	24.472500	1.062500	34.728127	101817.154022
2018-03-17T17:00:00Z	26.490667	49.306667	88.553333	-1.213889	36.985071	101881.542911
2018-03-17T18:00:00Z	15.338667	24.474667	38.773333	-2.041667	38.476219	101962.654022
2018-03-17T19:00:00Z	15.274667	23.573333	36.680000	-2.577778	40.016726	102016.542911
2018-03-17T20:00:00Z	15.468000	23.544000	36.285000	-2.843750	37.464656	102068.029022
2018-03-17T21:00:00Z	13.334400	20.078400	29.454000	-3.685000	39.990783	102077.854022
2018-03-17T22:00:00Z	13.584000	20.768000	30.973333	-3.652778	42.166815	102085.320689
2018-03-17T23:00:00Z	12.224000	18.992000	28.686667	-3.947222	45.385804	102113.876244
2018-03-18T00:00:00Z	12.805333	19.301333	28.740000	-4.336111	51.181341	102147.654022
2018-03-18T01:00:00Z	13.045333	19.274667	28.546667	-4.352778	51.242783	102185.876244
2018-03-18T02:00:00Z	15.498000	22.752000	32.205000	-4.834375	50.114408	102178.029022
2018-03-18T03:00:00Z	10.901333	16.080000	22.846667	-5.636111	53.841432	102176.098467
2018-03-18T04:00:00Z	18.474667	29.114667	44.666667	-5.719444	53.687064	102182.098467
2018-03-18T05:00:00Z	18.837333	29.738667	46.560000	-5.744444	53.622820	102197.209578
2018-03-18T06:00:00Z	9.584000	14.000000	20.140000	-5.800000	53.752161	102214.987356
2018-03-18T07:00:00Z	10.501333	15.754667	22.500000	-5.016667	52.150652	102256.431800
2018-03-18T08:00:00Z	20.442667	38.549333	68.226667	-3.350000	40.150833	102292.431800
2018-03-18T09:00:00Z	8.778667	14.357333	21.580000	-2.116667	34.182302	102302.320689
2018-03-18T10:00:00Z	9.900000	15.408000	23.137500	-0.062500	31.459121	102316.029022
2018-03-18T11:00:00Z	8.080000	12.618667	18.653333	1.808333	27.177421	102300.654022
2018-03-18T12:00:00Z	15.338667	22.384000	31.726667	3.116667	43.625054	102254.098467
2018-03-18T13:00:00Z	7.525333	10.565333	14.686667	3.155556	22.840810	102198.209578
2018-03-18T14:00:00Z	9.440000	14.250667	21.160000	4.400000	61.750361	102173.098467
2018-03-18T15:00:00Z	10.026667	13.984000	19.820000	4.752778	38.832966	102122.431800
2018-03-18T16:00:00Z	7.036800	10.564800	14.952000	3.722500	41.004447	102080.354022
2018-03-18T17:00:00Z	11.424000	18.346667	29.020000	1.316667	38.014785	102059.209578
2018-03-18T18:00:00Z	14.186667	22.058667	33.886667	-0.294444	34.529248	102057.431800
2018-03-18T19:00:00Z	15.174000	23.364000	36.862500	-0.775000	39.038461	102060.029022
2018-03-18T20:00:00Z	17.744000	27.898667	44.080000	-1.258333	42.242727	102069.654022
2018-03-18T21:00:00Z	17.216000	27.738667	45.346667	-1.838889	45.761324	102088.765133
2018-03-18T22:00:00Z	16.458000	27.168000	45.967500	-2.687500	54.848159	102077.279022
2018-03-18T23:00:00Z	17.776000	29.349333	50.380000	-3.344444	57.219306	102055.765133
2018-03-19T00:00:00Z	16.394667	27.386667	46.680000	-3.405556	59.629919	102021.209578
2018-03-19T01:00:00Z	15.120000	23.932800	37.956000	-4.200000	64.410706	101964.054022
2018-03-19T02:00:00Z	12.702000	21.348000	33.210000	-4.787500	67.464972	101926.779022
2018-03-19T03:00:00Z	12.661333	20.826667	32.660000	-4.825000	67.561472	101899.765133
2018-03-19T04:00:00Z	14.277333	22.469333	35.606667	-5.219444	70.679382	101883.209578
2018-03-19T05:00:00Z	12.704000	20.762667	32.960000	-6.927778	77.559175	101830.987356
2018-03-19T06:00:00Z	14.304000	22.926000	36.360000	-6.940625	76.195383	101822.904022
2018-03-19T07:00:00Z	21.781333	37.680000	67.106667	-4.422222	69.897741	101834.765133
2018-03-19T08:00:00Z	13.334400	20.606400	31.860000	-1.187500	51.561152	101829.854022
2018-03-19T09:00:00Z	15.690667	23.360000	33.773333	0.558333	59.805406	101801.876244
2018-03-19T10:00:00Z	11.434667	16.832000	24.533333	3.461111	56.004867	101769.209578
2018-03-19T11:00:00Z	10.416000	15.424000	22.833333	5.413889	36.703093	101709.542911
2018-03-19T12:00:00Z	7.088000	10.784000	16.053333	7.163889	34.285006	101630.987356
2018-03-19T13:00:00Z	8.474667	13.162667	18.700000	7.455556	34.928321	101542.765133
2018-03-19T14:00:00Z	8.568000	12.720000	18.480000	8.690625	32.832259	101480.279022
